country,region,year,fertility_rate,birth_attended_staff_rate,child_mortality_rate,maternal_mortality_rate,average_life_expectancy,health_spending_per_person,health_spending_rate
Croatia,EUR,2000,0.0144,0.999,0.00831,9.28e-05,74.7,377.0,0.0776
Haiti,AMR,2000,0.043,0.238,0.10300000000000001,0.00475,57.4,25.7,0.0606
Hungary,EUR,2000,0.0131,0.995,0.0102,9.499999999999999e-05,71.9,326.0,0.0718
Indonesia,SEAR,2000,0.0251,0.669,0.0524,0.00337,67.2,15.1,0.0196
India,SEAR,2000,0.0331,0.425,0.0916,0.00367,62.9,19.6,0.0441
Ireland,EUR,2000,0.0195,0.996,0.00715,2.72e-05,76.8,1560.0,0.0609
Iran,EMR,2000,0.0221,0.8959999999999999,0.0343,0.000376,71.9,231.0,0.0459
Iraq,EMR,2000,0.0489,0.652,0.0443,0.000788,68.6,34.3,0.028
Iceland,EUR,2000,0.0201,0.993,0.00405,3.3e-05,80.3,3030.0,0.0973
Israel,EUR,2000,0.0292,0.0,0.006889999999999999,5.7799999999999995e-05,78.9,1460.0,0.0735
Italy,EUR,2000,0.0125,0.998,0.00556,4.96e-05,79.6,1550.0,0.0802
Jamaica,AMR,2000,0.0258,0.959,0.0223,0.0008349999999999999,74.6,190.0,0.0547
Jordan,EMR,2000,0.0403,0.0,0.027000000000000003,0.000851,72.9,169.0,0.0965
Japan,WBR,2000,0.0132,0.998,0.0045,8.769999999999999e-05,81.6,2830.0,0.0771
Kazakhstan,EUR,2000,0.0192,0.983,0.0428,0.0005769999999999999,64.7,51.0,0.0417
Kenya,AFR,2000,0.0518,0.426,0.106,0.0026899999999999997,54.8,19.0,0.0468
Kyrgyz Republic,WBR,2000,0.0266,0.986,0.0495,0.000536,67.2,12.9,0.0468
Cambodia,WBR,2000,0.0381,0.318,0.107,0.00374,60.4,18.6,0.0632
Kiribati,WBR,2000,0.0406,0.85,0.0714,0.0037600000000000003,56.4,64.4,0.0791
South Korea,WBR,2000,0.013500000000000002,0.999,0.00748,0.00014800000000000002,76.3,509.0,0.044800000000000006
Kuwait,EMR,2000,0.0285,0.0,0.0123,9.37e-05,78.1,488.0,0.0251
Lao,WBR,2000,0.0431,0.16699999999999998,0.107,0.004220000000000001,58.4,10.8,0.0332
Lebanon,EMR,2000,0.0223,0.999,0.0199,0.00027,74.8,455.0,0.0987
Liberia,AFR,2000,0.0588,0.509,0.187,0.00562,54.8,9.96,0.0506
Libya,EMR,2000,0.0286,0.0,0.0281,0.00023700000000000001,74.9,216.0,0.0328
St. Lucia,WBR,2000,0.022,1.0,0.018000000000000002,0.000438,73.4,231.0,0.0513
Sri Lanka,SEAR,2000,0.022400000000000003,0.96,0.0165,0.0006079999999999999,71.5,32.3,0.0371
Lesotho,AFR,2000,0.0409,0.481,0.11800000000000001,0.00207,48.5,26.6,0.0701
Lithuania,EUR,2000,0.0134,1.0,0.0107,0.000113,72.2,212.0,0.0646
Luxembourg,EUR,2000,0.017,0.0,0.0048,8.25e-05,78.0,3470.0,0.0748
Latvia,EUR,2000,0.0118,1.0,0.0142,0.00023799999999999998,70.7,197.0,0.0596
Morocco,EMR,2000,0.0278,0.0,0.0494,0.0018,69.5,53.8,0.0418
Moldova,EUR,2000,0.0144,0.98,0.0313,0.000283,68.9,23.6,0.0665
Madagascar,AFR,2000,0.0555,0.47,0.107,0.0038299999999999996,59.5,9.38,0.0371
Maldives,SEAR,2000,0.0294,0.0,0.039200000000000006,0.0017,72.2,162.0,0.071
Mexico,AMR,2000,0.0272,0.8859999999999999,0.0264,0.000612,74.2,328.0,0.0507
North Macedonia,EUR,2000,0.0172,0.977,0.0158,0.00014900000000000002,71.5,157.0,0.0876
Mali,AFR,2000,0.069,0.0,0.188,0.0046700000000000005,53.3,14.8,0.0629
Malta,EUR,2000,0.0167,0.0,0.007589999999999999,0.00011200000000000001,78.8,643.0,0.067
Myanmar,SEAR,2000,0.0291,0.0,0.0891,0.0019,58.9,3.38,0.0212
Montenegro,EUR,2000,0.0188,0.991,0.0142,0.000129,73.7,117.0,0.0788
Mongolia,WBR,2000,0.0214,0.966,0.0637,0.00151,61.0,21.6,0.0551
Mozambique,AFR,2000,0.0582,0.0,0.171,0.0016899999999999999,52.2,14.1,0.0596
Mauritania,AFR,2000,0.0545,0.0,0.114,0.006509999999999999,63.6,24.3,0.0596
Mauritius,AFR,2000,0.0199,0.997,0.0186,0.000265,72.3,145.0,0.0372
Malawi,AFR,2000,0.06150000000000001,0.556,0.17300000000000001,0.00259,45.9,9.41,0.0606
Malaysia,WBR,2000,0.0278,0.966,0.0102,0.0006690000000000001,73.0,125.0,0.0311
Namibia,AFR,2000,0.040199999999999986,0.755,0.07709999999999999,0.0020399999999999997,53.9,126.0,0.0611
Niger,AFR,2000,0.0768,0.157,0.226,0.0036299999999999995,51.9,5.3,0.0335
Nigeria,AFR,2000,0.0611,0.0,0.185,0.00298,54.6,17.1,0.0456
Nicaragua,AMR,2000,0.0308,0.0,0.0366,0.000727,73.7,54.3,0.0699
Netherlands,EUR,2000,0.0172,0.0,0.00619,0.000108,78.3,1930.0,0.0796
Norway,EUR,2000,0.018500000000000003,0.99,0.004849999999999999,4.27e-05,78.9,3160.0,0.0842
New Zealand,WBR,2000,0.0198,0.973,0.007390000000000001,0.00011,78.4,1050.0,0.0762
Oman,EMR,2000,0.0372,0.947,0.0165,0.00044,69.1,264.0,0.0307
Pakistan,EMR,2000,0.0458,0.0,0.11199999999999999,0.0029,61.0,14.9,0.0302
Panama,AMR,2000,0.0274,0.905,0.0259,0.000606,78.0,305.0,0.0776
Peru,AMR,2000,0.029300000000000007,0.593,0.0386,0.0018,74.6,96.8,0.0469
Philippines,WBR,2000,0.0381,0.58,0.0378,0.000842,70.3,33.6,0.0321
Papua New Guinea,WBR,2000,0.0453,0.41,0.0724,0.00301,63.1,25.9,0.0398
Poland,EUR,2000,0.013500000000000002,0.994,0.009309999999999999,9.690000000000001e-05,73.9,247.0,0.0552
Portugal,EUR,2000,0.0146,0.997,0.0072,6.0199999999999986e-05,76.8,1070.0,0.0932
Paraguay,AMR,2000,0.0355,0.0,0.0338,0.0012699999999999999,75.6,124.0,0.0939
Qatar,EMR,2000,0.032400000000000005,1.0,0.0124,0.000429,71.2,688.0,0.0229
Romania,EUR,2000,0.0131,0.99,0.0219,0.000366,71.2,86.6,0.0521
Russia,EUR,2000,0.012,0.992,0.0193,0.0004370000000000001,65.6,96.0,0.0542
Rwanda,AFR,2000,0.0564,0.219,0.183,0.00477,50.5,9.04,0.0422
Saudi Arabia,EMR,2000,0.0397,0.91,0.0222,0.000478,70.4,400.0,0.0426
Sudan,EMR,2000,0.0547,0.0,0.10400000000000001,0.00245,63.3,12.2,0.0337
Senegal,AFR,2000,0.0547,0.578,0.131,0.00321,60.6,21.3,0.0433
Singapore,WBR,2000,0.016,0.997,0.00386,0.00011200000000000001,79.4,580.0,0.0241
Solomon Islands,WBR,2000,0.0472,0.0,0.0304,0.00296,57.0,48.4,0.0693
Sierra Leone,AFR,2000,0.0632,0.371,0.23399999999999999,0.00466,51.6,24.0,0.156
El Salvador,AMR,2000,0.0302,0.0,0.0329,0.000543,73.1,177.0,0.0799
Somalia,EMR,2000,0.0762,0.193,0.172,0.00402,51.4,6.78,0.0244
Serbia,EUR,2000,0.0177,0.98,0.0127,0.000134,71.4,60.0,0.0742
Sao Tome and Principe,WBR,2000,0.0528,0.7859999999999999,0.0846,0.00244,65.0,51.6,0.0949
Suriname,AMR,2000,0.0286,0.7090000000000001,0.0344,0.000762,69.8,152.0,0.0796
Slovak Republic,WBR,2000,0.0127,1.0,0.00978,8.630000000000001e-05,73.7,208.0,0.055
Slovenia,EUR,2000,0.0121,0.999,0.00551,0.000113,76.3,830.0,0.08259999999999999
Sweden,EUR,2000,0.0156,0.0,0.0041,4.47e-05,80.0,2280.0,0.0818
Eswatini,AFR,2000,0.041900000000000014,0.654,0.126,0.0013,48.3,75.3,0.0538
Seychelles,AFR,2000,0.0215,0.99,0.0137,0.0006519999999999999,72.2,377.0,0.0482
Syria,EMR,2000,0.0404,0.0,0.0235,0.000468,71.6,59.2,0.0492
Chad,AFR,2000,0.0735,0.13699999999999998,0.18600000000000003,0.00475,52.3,10.6,0.06280000000000001
Togo,AFR,2000,0.0541,0.354,0.12,0.0030600000000000002,56.4,13.1,0.0473
Thailand,SEAR,2000,0.0167,0.993,0.0219,0.0010199999999999999,71.8,66.0,0.034
Tajikistan,EUR,2000,0.0391,0.7070000000000001,0.0839,0.00047000000000000004,66.6,6.47,0.0464
Turkmenistan,EUR,2000,0.0282,0.972,0.081,0.000529,66.3,45.1,0.0404
Timor-Leste,SEAR,2000,0.0711,0.0,0.10800000000000001,0.00349,65.5,31.9,0.08380000000000001
Tonga,WBR,2000,0.0425,0.95,0.0176,0.0011300000000000001,70.7,91.2,0.0606
Trinidad and Tobago,AMR,2000,0.0175,0.96,0.0287,0.0006879999999999999,70.5,245.0,0.0388
Tunisia,EMR,2000,0.0214,0.899,0.03,0.000584,74.3,122.0,0.0595
Turkey,EUR,2000,0.025,0.0,0.0379,0.00066,74.7,205.0,0.0495
Tanzania,AFR,2000,0.05690000000000001,0.0,0.13,0.00221,53.4,10.1,0.0338
Uganda,AFR,2000,0.0687,0.36,0.14800000000000002,0.00149,49.6,15.6,0.0658
Ukraine,EUR,2000,0.0115,0.999,0.0184,0.000284,68.0,35.7,0.0559
Uruguay,AMR,2000,0.022400000000000003,0.997,0.017,0.000256,74.8,584.0,0.0849
United States,AMR,2000,0.0205,0.994,0.00845,0.00015099999999999998,77.0,4700.0,0.134
Uzbekistan,EUR,2000,0.0274,0.949,0.0629,0.000424,65.1,31.7,0.0571
St. Vincent and the Grenadines,WBR,2000,0.0238,1.0,0.0226,0.00056,71.1,137.0,0.0372
Venezuela,AMR,2000,0.0282,0.94,0.0216,0.000655,74.2,274.0,0.05690000000000001
Vietnam,WBR,2000,0.0201,0.588,0.0299,0.00025499999999999996,72.2,20.9,0.0528
Vanuatu,WBR,2000,0.0437,0.88,0.0288,0.00119,63.6,52.5,0.0357
Samoa,WBR,2000,0.045,0.8,0.0211,0.000921,68.5,79.0,0.0602
Yemen,EMR,2000,0.06309999999999999,0.0,0.0949,0.0021,63.5,25.3,0.0446
South Africa,AFR,2000,0.0283,0.0,0.07390000000000001,0.00158,55.6,251.0,0.08460000000000001
Zambia,AFR,2000,0.0604,0.0,0.162,0.0022,45.3,18.0,0.0567
Zimbabwe,AFR,2000,0.0406,0.0,0.105,0.0014199999999999998,47.5,59.7,0.0999
Afghanistan,EMR,2001,0.0739,0.0,0.125,0.00462,54.8,0.0,0.0
Angola,AFR,2001,0.066,0.447,0.2,0.00264,53.4,21.4,0.0345
Albania,EUR,2001,0.0207,0.99,0.0245,0.00011,76.0,79.9,0.0604
United Arab Emirates,EMR,2001,0.0253,0.0,0.0109,0.000173,69.2,815.0,0.0248
Argentina,AMR,2001,0.0254,0.984,0.0189,0.000638,74.3,678.0,0.0941
Armenia,EUR,2001,0.012,0.984,0.0293,0.00020099999999999998,72.5,41.1,0.0595
Antigua and Barbuda,AMR,2001,0.0231,1.0,0.0151,0.000252,75.1,406.0,0.0461
Australia,WBR,2001,0.0176,0.993,0.0060799999999999995,6.82e-05,80.1,1630.0,0.0812
Austria,EUR,2001,0.0133,0.983,0.00541,5.739999999999999e-05,78.9,2390.0,0.1
Azerbaijan,EUR,2001,0.0196,0.88,0.0698,0.00031800000000000003,67.1,31.2,0.044800000000000006
Burundi,AFR,2001,0.0695,0.0,0.151,0.00503,45.8,6.91,0.0678
Belgium,EUR,2001,0.0165,0.0,0.00559,9.39e-05,78.3,1880.0,0.08289999999999999
Benin,AFR,2001,0.0589,0.655,0.136,0.0033200000000000005,57.6,17.4,0.0469
Burkina Faso,AFR,2001,0.0653,0.0,0.175,0.0023899999999999998,52.9,11.0,0.049400000000000006
Bulgaria,EUR,2001,0.0119,0.989,0.016800000000000002,0.000395,70.4,129.0,0.0737
Bahrain,EMR,2001,0.0272,0.975,0.012,0.0005009999999999999,73.4,528.0,0.0426
Bahamas,AMR,2001,0.0199,0.0,0.0155,0.0006659999999999999,71.3,1100.0,0.0588
Bosnia and Herzegovina,EUR,2001,0.0143,0.999,0.00952,0.000126,75.3,111.0,0.0716
Belarus,EUR,2001,0.0124,0.999,0.0118,0.00017900000000000001,68.6,81.8,0.0663
Belize,AMR,2001,0.035,0.0,0.0229,0.0005269999999999999,70.6,152.0,0.0449
Bolivia,AMR,2001,0.0396,0.0,0.071,0.00253,67.2,60.6,0.06309999999999999
Brazil,AMR,2001,0.0223,0.983,0.032600000000000004,0.0006349999999999999,71.5,228.0,0.0727
Barbados,AMR,2001,0.0175,0.0,0.0154,0.000392,75.2,635.0,0.0667
Brunei,WBR,2001,0.0212,0.997,0.0101,0.000323,72.8,532.0,0.0426
Bhutan,SEAR,2001,0.0342,0.0,0.0735,0.0027300000000000002,67.1,50.1,0.0647
Botswana,AFR,2001,0.0329,0.92,0.0863,0.0019,45.0,180.0,0.0533
Central African Republic,AFR,2001,0.0548,0.0,0.171,0.00534,43.9,9.85,0.0383
Canada,AMR,2001,0.0152,0.993,0.00617,8.26e-05,79.6,2150.0,0.0932
Switzerland,EUR,2001,0.0143,0.0,0.00555,4.03e-05,80.6,3710.0,0.106
Chile,AMR,2001,0.0207,0.998,0.0103,0.000234,77.0,371.0,0.0842
China,WBR,2001,0.0151,0.973,0.0342,0.0006929999999999999,71.7,47.3,0.0458
Cote d'Ivoire,WBR,2001,0.0565,0.0,0.142,0.0033200000000000005,51.5,24.7,0.0396
Cameroon,AFR,2001,0.0552,0.0,0.146,0.00391,54.3,28.2,0.047
"Congo, Dem. Rep.",WBR,2001,0.0691,0.607,0.156,0.00307,54.2,5.89,0.0441
"Congo, Rep.",WBR,2001,0.0509,0.0,0.111,0.0035299999999999997,54.0,21.0,0.0242
Colombia,AMR,2001,0.0235,0.931,0.0242,0.000663,74.4,178.0,0.0729
Comoros,AFR,2001,0.0531,0.0,0.102,0.0026899999999999997,62.2,8.78,0.023
Cape Verde,AFR,2001,0.0362,0.0,0.032,0.00116,70.6,63.6,0.0502
Costa Rica,AMR,2001,0.0229,0.98,0.0122,0.000392,77.9,292.0,0.0713
Cuba,AMR,2001,0.0161,0.999,0.008230000000000001,0.00055,77.2,180.0,0.0633
Cyprus,EUR,2001,0.0166,0.0,0.006220000000000001,0.000118,77.1,776.0,0.0578
Czech Republic,EUR,2001,0.0114,0.998,0.00518,5.11e-05,75.5,404.0,0.0642
Germany,EUR,2001,0.013500000000000002,0.986,0.005220000000000001,5.67e-05,78.7,2400.0,0.105
Djibouti,EMR,2001,0.0436,0.0,0.0991,0.0038799999999999998,60.5,41.4,0.0542
Denmark,EUR,2001,0.0175,0.989,0.00539,3.71e-05,77.3,2730.0,0.091
Dominican Republic,AMR,2001,0.0286,0.0,0.0398,0.000726,73.8,174.0,0.062
Algeria,AFR,2001,0.0244,0.0,0.0389,0.0013599999999999999,71.3,67.8,0.0384
Ecuador,AMR,2001,0.0297,0.0,0.0274,0.000644,75.0,78.2,0.0462
Egypt,EMR,2001,0.0318,0.0,0.0441,0.0005870000000000001,68.3,75.8,0.0578
Eritrea,AFR,2001,0.052300000000000006,0.0,0.0813,0.00446,56.1,9.17,0.0508
Estonia,EUR,2001,0.0134,0.996,0.0101,0.000113,70.8,252.0,0.0553
Ethiopia,AFR,2001,0.0638,0.0,0.136,0.00479,53.3,5.65,0.0473
Finland,EUR,2001,0.0173,0.985,0.0041600000000000005,5.59e-05,78.4,1780.0,0.0742
Fiji,WBR,2001,0.0305,0.984,0.0225,0.00108,66.2,66.4,0.0326
France,EUR,2001,0.0184,0.996,0.005229999999999999,9.42e-05,79.3,2230.0,0.102
"Micronesia, Fed. Sts.",WBR,2001,0.042,0.857,0.0523,0.00158,63.2,190.0,0.0883
Gabon,AFR,2001,0.0446,0.855,0.0831,0.00299,59.5,107.0,0.0286
United Kingdom,EUR,2001,0.0167,0.0,0.00644,9.159999999999999e-05,78.3,1800.0,0.0724
Georgia,EUR,2001,0.0159,0.966,0.0343,0.000204,70.8,53.7,0.0782
Ghana,AFR,2001,0.0475,0.0,0.0958,0.0016699999999999998,59.5,15.2,0.056
Guinea,AFR,2001,0.0602,0.0,0.159,0.00533,54.7,20.1,0.0588
Gambia,AFR,2001,0.0593,0.0,0.11,0.00414,61.7,18.2,0.0581
Guinea-Bissau,AFR,2001,0.0573,0.0,0.16899999999999998,0.0037700000000000003,51.8,9.23,0.0587
Equatorial Guinea,AFR,2001,0.0579,0.0,0.152,0.00246,58.9,64.5,0.0199
Greece,EUR,2001,0.0133,1.0,0.00598,5.89e-05,78.7,1050.0,0.08800000000000001
Grenada,AMR,2001,0.0251,0.0,0.0153,0.000487,72.1,392.0,0.07629999999999999
Guatemala,AMR,2001,0.0449,0.0,0.0496,0.00297,67.2,104.0,0.0638
Guyana,AMR,2001,0.029900000000000006,0.938,0.0455,0.00173,63.9,53.4,0.0564
Honduras,AMR,2001,0.0394,0.557,0.0355,0.0018800000000000002,70.2,65.7,0.0545
Croatia,EUR,2001,0.0142,0.999,0.008,6.34e-05,74.9,376.0,0.0724
Haiti,AMR,2001,0.0418,0.0,0.1,0.00503,57.8,22.5,0.0563
Hungary,EUR,2001,0.0129,0.996,0.00954,7.56e-05,72.5,375.0,0.0724
Indonesia,SEAR,2001,0.0251,0.0,0.05,0.0032,67.5,16.6,0.0223
India,SEAR,2001,0.032400000000000005,0.0,0.08800000000000001,0.00355,63.3,20.9,0.0464
Ireland,EUR,2001,0.0196,0.996,0.006889999999999999,5.99e-05,77.3,1830.0,0.0669
Iran,EMR,2001,0.0209,0.0,0.0324,0.000365,72.2,294.0,0.0509
Iraq,EMR,2001,0.048,0.0,0.0434,0.0007650000000000001,69.0,24.5,0.0281
Iceland,EUR,2001,0.02,0.995,0.00386,3.4e-05,80.6,2670.0,0.0955
Israel,EUR,2001,0.0292,0.0,0.00663,6.92e-05,79.0,1500.0,0.0787
Italy,EUR,2001,0.0127,0.0,0.0053,4.2499999999999996e-05,79.9,1610.0,0.0817
Jamaica,AMR,2001,0.0253,0.985,0.0217,0.000817,74.7,178.0,0.051
Jordan,EMR,2001,0.0395,0.0,0.0263,0.0007520000000000001,73.0,181.0,0.099
Japan,WBR,2001,0.0131,0.998,0.0043,8.230000000000001e-05,81.9,2550.0,0.0793
Kazakhstan,EUR,2001,0.0194,0.985,0.0403,0.000538,64.7,51.7,0.0348
Kenya,AFR,2001,0.051100000000000007,0.0,0.10099999999999999,0.00277,54.9,18.7,0.0462
Kyrgyz Republic,WBR,2001,0.0258,0.987,0.0471,0.000532,67.3,14.7,0.0479
Cambodia,WBR,2001,0.0365,0.0,0.0971,0.0036200000000000004,60.9,22.4,0.071
Kiribati,WBR,2001,0.040199999999999986,0.0,0.0694,0.00372,56.7,66.0,0.08869999999999999
South Korea,WBR,2001,0.0129,0.0,0.007090000000000001,0.00014,76.9,539.0,0.0506
Kuwait,EMR,2001,0.0277,0.0,0.0121,6.7e-05,79.2,626.0,0.0361
Lao,WBR,2001,0.0414,0.194,0.10300000000000001,0.00412,59.0,12.9,0.0398
Lebanon,EMR,2001,0.0213,0.0,0.0188,0.000256,75.1,433.0,0.0933
Liberia,AFR,2001,0.058,0.0,0.174,0.00549,55.7,9.73,0.0527
Libya,EMR,2001,0.0275,0.0,0.0273,0.00023999999999999998,75.0,222.0,0.0396
St. Lucia,WBR,2001,0.0206,0.0,0.0179,0.000459,73.5,245.0,0.0566
Sri Lanka,SEAR,2001,0.0225,0.0,0.016,0.0005139999999999999,72.6,31.1,0.0374
Lesotho,AFR,2001,0.0397,0.0,0.121,0.0022199999999999998,47.3,26.7,0.0775
Lithuania,EUR,2001,0.0131,1.0,0.0103,0.00014,71.7,220.0,0.0626
Luxembourg,EUR,2001,0.0168,0.0,0.00456,8.130000000000001e-05,78.4,3390.0,0.07400000000000001
Latvia,EUR,2001,0.0121,0.99,0.0133,0.000227,70.1,215.0,0.061
Morocco,EMR,2001,0.0272,0.0,0.0473,0.0015199999999999999,69.9,57.5,0.0444
Moldova,EUR,2001,0.013500000000000002,0.99,0.0283,0.000377,69.2,29.0,0.0711
Madagascar,AFR,2001,0.0545,0.0,0.102,0.0038200000000000005,60.0,10.9,0.0383
Maldives,SEAR,2001,0.0277,0.703,0.0349,0.00156,72.8,152.0,0.0537
Mexico,AMR,2001,0.0267,0.0,0.025,0.000588,74.6,373.0,0.0545
North Macedonia,EUR,2001,0.0168,0.976,0.0149,0.000139,71.4,145.0,0.085
Mali,AFR,2001,0.0688,0.406,0.182,0.004520000000000001,53.8,16.6,0.0639
Malta,EUR,2001,0.016,0.999,0.00734,0.000121,79.0,675.0,0.0723
Myanmar,SEAR,2001,0.0289,0.57,0.0867,0.0019100000000000002,59.4,2.62,0.0208
Montenegro,EUR,2001,0.0187,0.966,0.0136,0.000117,73.8,155.0,0.0886
Mongolia,WBR,2001,0.021,0.0,0.0589,0.00132,61.3,23.6,0.0566
Mozambique,AFR,2001,0.0581,0.0,0.163,0.00159,52.3,11.9,0.0547
Mauritania,AFR,2001,0.0539,0.534,0.113,0.00643,64.1,19.6,0.047699999999999985
Mauritius,AFR,2001,0.0196,0.0,0.0171,0.00031299999999999996,72.6,145.0,0.038
Malawi,AFR,2001,0.061,0.0,0.16,0.00251,46.3,7.53,0.0506
Malaysia,WBR,2001,0.0266,0.968,0.00948,0.0006349999999999999,73.3,138.0,0.0357
Namibia,AFR,2001,0.0393,0.0,0.0777,0.00206,53.1,113.0,0.0618
Niger,AFR,2001,0.0767,0.0,0.217,0.0037,52.3,6.15,0.037000000000000005
Nigeria,AFR,2001,0.0608,0.0,0.179,0.00302,54.8,18.2,0.0522
Nicaragua,AMR,2001,0.0298,0.669,0.0343,0.0007490000000000001,73.7,54.7,0.0682
Netherlands,EUR,2001,0.0171,0.0,0.006059999999999999,9.240000000000001e-05,78.4,2070.0,0.083
Norway,EUR,2001,0.0178,0.991,0.0047,5.64e-05,79.1,3330.0,0.08800000000000001
New Zealand,WBR,2001,0.0196,0.966,0.0072,7.65e-05,78.6,1050.0,0.07719999999999999
Oman,EMR,2001,0.0348,0.0,0.0154,0.000412,69.5,263.0,0.0309
Pakistan,EMR,2001,0.0444,0.23,0.11,0.00293,61.2,13.0,0.0283
Panama,AMR,2001,0.0272,0.921,0.0253,0.000685,78.1,303.0,0.07719999999999999
Peru,AMR,2001,0.0287,0.0,0.0356,0.00157,75.5,96.3,0.0468
Philippines,WBR,2001,0.0377,0.0,0.0371,0.0008550000000000001,70.2,29.0,0.03
Papua New Guinea,WBR,2001,0.044800000000000006,0.39,0.071,0.00299,62.9,25.2,0.0454
Poland,EUR,2001,0.0131,0.998,0.00881,6.47e-05,74.3,292.0,0.05860000000000001
Portugal,EUR,2001,0.0146,0.999,0.006670000000000001,7.5e-05,77.2,1080.0,0.0929
Paraguay,AMR,2001,0.034300000000000004,0.0,0.033,0.0012900000000000001,76.0,107.0,0.0905
Qatar,EMR,2001,0.0312,1.0,0.0119,0.00044500000000000003,71.5,768.0,0.0266
Romania,EUR,2001,0.0131,0.99,0.0211,0.00036,71.2,97.5,0.0538
Russia,EUR,2001,0.0122,0.993,0.0183,0.00040300000000000004,65.5,119.0,0.0567
Rwanda,AFR,2001,0.0554,0.0,0.17,0.00462,51.5,8.64,0.0436
Saudi Arabia,EMR,2001,0.0383,0.0,0.0209,0.00047000000000000004,70.6,399.0,0.0451
Sudan,EMR,2001,0.054000000000000006,0.0,0.10099999999999999,0.00247,63.7,13.5,0.0352
Senegal,AFR,2001,0.0539,0.0,0.125,0.0038299999999999996,61.1,22.6,0.0453
Singapore,WBR,2001,0.0141,0.996,0.0036,7.53e-05,79.8,605.0,0.0275
Solomon Islands,WBR,2001,0.0467,0.0,0.03,0.00303,56.9,61.3,0.0946
Sierra Leone,AFR,2001,0.0624,0.0,0.22899999999999998,0.00477,52.2,28.0,0.15
El Salvador,AMR,2001,0.029,0.0,0.031100000000000006,0.000393,73.0,181.0,0.0782
Somalia,EMR,2001,0.0757,0.0,0.172,0.00394,51.8,3.86,0.0225
Serbia,EUR,2001,0.0174,0.982,0.0122,0.000131,71.9,115.0,0.0758
Sao Tome and Principe,WBR,2001,0.052300000000000006,0.0,0.0798,0.0023,65.5,51.8,0.0971
Suriname,AMR,2001,0.0282,0.0,0.0333,0.000727,69.6,130.0,0.08070000000000001
Slovak Republic,WBR,2001,0.0124,0.994,0.00943,9.259999999999999e-05,73.9,216.0,0.055
Slovenia,EUR,2001,0.0121,0.999,0.005220000000000001,0.00013800000000000002,76.3,882.0,0.0857
Sweden,EUR,2001,0.0158,0.0,0.00405,4.3e-05,80.2,2260.0,0.0886
Eswatini,AFR,2001,0.041100000000000005,0.0,0.13,0.0014,46.3,63.7,0.053
Seychelles,AFR,2001,0.0216,0.0,0.0137,0.00066,72.3,363.0,0.0464
Syria,EMR,2001,0.0394,0.0,0.0224,0.00040199999999999996,72.4,57.7,0.0488
Chad,AFR,2001,0.0732,0.0,0.183,0.00469,52.5,12.1,0.0602
Togo,AFR,2001,0.0536,0.0,0.11699999999999999,0.00318,56.3,14.1,0.0531
Thailand,SEAR,2001,0.016399999999999998,0.0,0.0208,0.00095,72.8,60.0,0.0332
Tajikistan,EUR,2001,0.0378,0.8109999999999999,0.07759999999999999,0.00043099999999999996,66.8,7.95,0.0458
Turkmenistan,EUR,2001,0.0277,0.0,0.07890000000000001,0.000525,66.7,56.5,0.0371
Timor-Leste,SEAR,2001,0.0709,0.0,0.10300000000000001,0.00335,65.8,35.3,0.108
Tonga,WBR,2001,0.0424,0.953,0.0173,0.00109,71.0,95.9,0.057
Trinidad and Tobago,AMR,2001,0.0174,0.992,0.0286,0.000583,70.6,281.0,0.0413
Tunisia,EMR,2001,0.0209,0.899,0.027999999999999997,0.0005639999999999999,74.5,122.0,0.0583
Turkey,EUR,2001,0.0245,0.0,0.035,0.0005780000000000001,75.0,154.0,0.0516
Tanzania,AFR,2001,0.0568,0.0,0.122,0.00214,54.0,10.5,0.0353
Uganda,AFR,2001,0.0682,0.39,0.141,0.00155,50.3,17.0,0.0733
Ukraine,EUR,2001,0.0114,0.999,0.0176,0.000272,68.2,44.4,0.0566
Uruguay,AMR,2001,0.0222,0.996,0.0166,0.000357,75.0,528.0,0.084
United States,AMR,2001,0.0203,0.994,0.008329999999999999,0.00015900000000000002,77.1,5050.0,0.141
Uzbekistan,EUR,2001,0.0264,1.0,0.0602,0.000429,65.1,26.4,0.0568
St. Vincent and the Grenadines,WBR,2001,0.0232,1.0,0.0226,0.0005610000000000001,71.7,145.0,0.0364
Venezuela,AMR,2001,0.0278,0.0,0.0209,0.000674,74.1,295.0,0.0596
Vietnam,WBR,2001,0.0195,0.0,0.0286,0.000248,72.4,22.9,0.0559
Vanuatu,WBR,2001,0.0427,0.0,0.0285,0.00119,63.6,49.9,0.0367
Samoa,WBR,2001,0.044800000000000006,0.0,0.0204,0.0008869999999999999,68.6,77.7,0.0576
Yemen,EMR,2001,0.0613,0.0,0.0903,0.00206,64.0,26.9,0.0479
South Africa,AFR,2001,0.0279,0.0,0.07579999999999999,0.0017399999999999998,54.8,229.0,0.08779999999999999
Zambia,AFR,2001,0.06,0.0,0.153,0.00212,45.2,20.6,0.0592
Zimbabwe,AFR,2001,0.040199999999999986,0.0,0.10400000000000001,0.0015,47.0,66.1,0.081
Afghanistan,EMR,2002,0.0727,0.0,0.121,0.004520000000000001,55.5,14.8,0.0572
Angola,AFR,2002,0.06570000000000001,0.0,0.193,0.0025,54.5,18.1,0.0236
Albania,EUR,2002,0.0198,0.98,0.0231,0.00011,75.9,90.3,0.06280000000000001
