country,region,year,fertility_rate,birth_attended_staff_rate,child_mortality_rate,maternal_mortality_rate,average_life_expectancy,health_spending_per_person,health_spending_rate
Venezuela,AMR,2006,0.026,0.0,0.0179,0.000602,74.8,388.0,0.0574
Vietnam,WBR,2006,0.019,0.838,0.0245,0.00022200000000000003,72.9,46.7,0.0644
Vanuatu,WBR,2006,0.0376,0.929,0.0287,0.0011,63.9,64.1,0.0317
Samoa,WBR,2006,0.0446,0.0,0.0189,0.0005269999999999999,69.2,129.0,0.0532
Yemen,EMR,2006,0.0525,0.35700000000000004,0.0684,0.002,66.2,51.6,0.0526
South Africa,AFR,2006,0.0266,0.0,0.076,0.00301,52.3,461.0,0.08529999999999999
Zambia,AFR,2006,0.0572,0.0,0.10099999999999999,0.0018800000000000002,50.0,57.7,0.0633
Zimbabwe,AFR,2006,0.039900000000000005,0.685,0.10099999999999999,0.00251,47.4,0.0,0.0
Afghanistan,EMR,2007,0.0646,0.0,0.1,0.00458,58.5,28.8,0.073
Angola,AFR,2007,0.0637,0.473,0.14800000000000002,0.0025399999999999997,58.0,85.3,0.0252
Albania,EUR,2007,0.0167,0.0,0.0167,0.000108,77.5,232.0,0.0688
United Arab Emirates,EMR,2007,0.0201,0.0,0.00918,0.00011,70.0,1200.0,0.0252
Argentina,AMR,2007,0.0241,0.994,0.0157,0.0006490000000000001,75.3,562.0,0.08439999999999999
Armenia,EUR,2007,0.014,0.999,0.0216,0.000182,73.5,116.0,0.0388
Antigua and Barbuda,AMR,2007,0.0218,1.0,0.0113,0.000324,75.1,598.0,0.044500000000000005
Australia,WBR,2007,0.0192,0.992,0.00541,4.7600000000000005e-05,81.5,3960.0,0.0848
Austria,EUR,2007,0.0138,0.985,0.0046500000000000005,3.48e-05,80.3,4600.0,0.102
Azerbaijan,EUR,2007,0.0184,0.93,0.046,0.000266,68.2,187.0,0.05
Burundi,AFR,2007,0.0653,0.0,0.11,0.00381,55.7,17.6,0.139
Belgium,EUR,2007,0.018000000000000002,0.0,0.004730000000000001,6.36e-05,79.8,4170.0,0.0964
Benin,AFR,2007,0.0552,0.0,0.11800000000000001,0.003,59.5,31.0,0.046
Burkina Faso,AFR,2007,0.0612,0.0,0.13699999999999998,0.00228,56.5,29.8,0.0633
Bulgaria,EUR,2007,0.0142,0.996,0.0119,0.000177,71.5,375.0,0.0681
Bahrain,EMR,2007,0.0229,0.974,0.009789999999999998,0.000331,73.6,725.0,0.0363
Bahamas,AMR,2007,0.0187,0.99,0.0142,0.0007459999999999999,73.6,1790.0,0.0814
Bosnia and Herzegovina,EUR,2007,0.0129,0.999,0.00826,5.48e-05,75.3,394.0,0.0976
Belarus,EUR,2007,0.014,0.999,0.00717,0.000175,70.4,300.0,0.0644
Belize,AMR,2007,0.0289,0.907,0.0202,0.0006270000000000001,73.1,209.0,0.0479
Bolivia,AMR,2007,0.034300000000000004,0.0,0.0494,0.00237,69.6,65.1,0.047
Brazil,AMR,2007,0.0188,0.986,0.0219,0.000605,73.3,610.0,0.08470000000000001
Barbados,AMR,2007,0.0177,1.0,0.0153,0.0004940000000000001,75.5,875.0,0.0697
Brunei,WBR,2007,0.0181,0.999,0.00943,0.00034500000000000004,73.5,783.0,0.0241
Bhutan,SEAR,2007,0.0264,0.7140000000000001,0.0511,0.00236,69.9,87.1,0.0501
Botswana,AFR,2007,0.0292,0.946,0.06170000000000001,0.0017399999999999998,53.4,505.0,0.0786
Central African Republic,AFR,2007,0.0532,0.0,0.16,0.0052,46.1,16.7,0.041
Canada,AMR,2007,0.016200000000000003,0.988,0.005900000000000001,7.58e-05,80.9,4340.0,0.1
Switzerland,EUR,2007,0.0146,0.0,0.0048200000000000005,3.03e-05,82.2,6050.0,0.106
Chile,AMR,2007,0.0195,0.997,0.00891,0.00020099999999999998,78.4,683.0,0.069
China,WBR,2007,0.0158,0.984,0.0201,0.000354,74.2,115.0,0.0435
Cote d'Ivoire,WBR,2007,0.0534,0.0,0.11900000000000001,0.0033200000000000005,55.3,61.3,0.0577
Cameroon,AFR,2007,0.0527,0.0,0.121,0.0039700000000000004,55.9,52.9,0.0469
"Congo, Dem. Rep.",WBR,2007,0.0661,0.644,0.128,0.004,57.1,10.2,0.0623
"Congo, Rep.",WBR,2007,0.0501,0.0,0.0736,0.0038299999999999996,58.5,60.2,0.0269
Colombia,AMR,2007,0.0212,0.978,0.0203,0.0006039999999999999,77.3,337.0,0.07200000000000001
Comoros,AFR,2007,0.051100000000000007,0.0,0.0952,0.00186,64.5,29.3,0.0427
Cape Verde,AFR,2007,0.029300000000000007,0.7440000000000001,0.026000000000000002,0.0010199999999999999,73.2,137.0,0.0464
Costa Rica,AMR,2007,0.0201,0.987,0.0103,0.000207,80.3,524.0,0.08380000000000001
Cuba,AMR,2007,0.0158,0.999,0.00671,0.00054,78.5,586.0,0.104
Cyprus,EUR,2007,0.0148,0.983,0.0042899999999999995,8.89e-05,78.3,1670.0,0.0605
Czech Republic,EUR,2007,0.0139,0.997,0.00392,4.11e-05,77.2,1140.0,0.0652
Germany,EUR,2007,0.0136,0.984,0.00449,5.5100000000000004e-05,80.0,4230.0,0.105
Djibouti,EMR,2007,0.0362,0.0,0.0838,0.0038299999999999996,62.1,78.0,0.07719999999999999
Denmark,EUR,2007,0.018500000000000003,0.978,0.00447,3.5600000000000005e-05,78.7,5670.0,0.0993
Dominican Republic,AMR,2007,0.0269,0.978,0.0356,0.0009130000000000001,72.9,231.0,0.0537
Algeria,AFR,2007,0.0266,0.0,0.0307,0.0010400000000000001,73.6,141.0,0.0353
Ecuador,AMR,2007,0.0274,0.82,0.021,0.0008590000000000001,73.7,229.0,0.0695
Egypt,EMR,2007,0.0302,0.0,0.033,0.000434,69.2,84.6,0.0493
Eritrea,AFR,2007,0.0482,0.0,0.0623,0.00475,58.7,9.04,0.0316
Estonia,EUR,2007,0.016200000000000003,0.994,0.00594,2.15e-05,73.3,836.0,0.051
Ethiopia,AFR,2007,0.0536,0.0,0.0982,0.0037,59.5,11.8,0.0478
Finland,EUR,2007,0.0183,0.998,0.00351,2.9100000000000006e-05,79.7,3740.0,0.08039999999999999
Fiji,WBR,2007,0.0277,0.99,0.023600000000000003,0.0010199999999999999,67.1,152.0,0.0438
France,EUR,2007,0.0197,0.981,0.0044,9.350000000000001e-05,81.1,4480.0,0.111
"Micronesia, Fed. Sts.",WBR,2007,0.0366,0.0,0.0438,0.00141,63.9,279.0,0.12
Gabon,AFR,2007,0.0416,0.0,0.0705,0.00294,62.0,234.0,0.0288
United Kingdom,EUR,2007,0.0184,0.0,0.00576,8.02e-05,79.8,3880.0,0.08410000000000001
Georgia,EUR,2007,0.0177,0.994,0.0191,0.0005229999999999999,72.0,188.0,0.0817
Ghana,AFR,2007,0.0439,0.552,0.0793,0.00185,60.5,65.6,0.0601
Guinea,AFR,2007,0.0558,0.461,0.126,0.00518,56.5,22.8,0.0538
Gambia,AFR,2007,0.0579,0.0,0.0863,0.00483,62.6,21.5,0.0525
Guinea-Bissau,AFR,2007,0.0524,0.0,0.132,0.00346,54.3,27.5,0.0567
Equatorial Guinea,AFR,2007,0.0543,0.0,0.125,0.00201,62.5,372.0,0.019
Greece,EUR,2007,0.0144,1.0,0.00411,5.18e-05,79.6,2680.0,0.0983
Grenada,AMR,2007,0.023,0.988,0.0142,0.000628,72.6,448.0,0.0606
Guatemala,AMR,2007,0.037000000000000005,0.314,0.039200000000000006,0.00235,69.5,184.0,0.07200000000000001
Guyana,AMR,2007,0.0276,0.933,0.0398,0.00196,65.2,123.0,0.0528
Honduras,AMR,2007,0.032,0.0,0.0269,0.0018,71.2,102.0,0.0591
Croatia,EUR,2007,0.0141,0.999,0.00615,0.00013800000000000002,75.9,1010.0,0.0754
Haiti,AMR,2007,0.0358,0.0,0.0852,0.0054600000000000004,60.0,34.5,0.0556
Hungary,EUR,2007,0.0132,0.996,0.006849999999999999,0.000101,73.6,1020.0,0.0756
Indonesia,SEAR,2007,0.0251,0.73,0.0385,0.00234,68.7,50.6,0.0272
India,SEAR,2007,0.0282,0.0,0.0679,0.0026100000000000003,65.8,40.4,0.0396
Ireland,EUR,2007,0.0199,0.997,0.00462,4.3e-05,79.7,4550.0,0.0764
Iran,EMR,2007,0.0179,0.0,0.0231,0.00026000000000000003,74.4,220.0,0.0549
Iraq,EMR,2007,0.0455,0.797,0.0379,0.000668,67.2,108.0,0.0485
Iceland,EUR,2007,0.021,0.989,0.00294,2.7899999999999997e-05,81.9,6180.0,0.0931
Israel,EUR,2007,0.029300000000000007,0.0,0.0051,5.3400000000000004e-05,80.8,1740.0,0.07429999999999999
Italy,EUR,2007,0.014,0.996,0.004229999999999999,4.51e-05,81.5,3100.0,0.0864
Jamaica,AMR,2007,0.0229,0.93,0.0195,0.0006259999999999999,76.3,230.0,0.0485
Jordan,EMR,2007,0.0371,0.991,0.0221,0.000413,75.5,252.0,0.084
Japan,WBR,2007,0.0133,0.998,0.00352,5.44e-05,82.9,2810.0,0.0819
Kazakhstan,EUR,2007,0.024700000000000003,0.995,0.0269,0.000396,65.3,232.0,0.0342
Kenya,AFR,2007,0.0468,0.0,0.0691,0.00307,58.5,32.1,0.0443
Kyrgyz Republic,WBR,2007,0.0273,0.984,0.0358,0.0006259999999999999,67.6,48.6,0.0658
Cambodia,WBR,2007,0.0309,0.0,0.0559,0.0022600000000000003,65.2,31.8,0.0504
Kiribati,WBR,2007,0.0388,0.0,0.0663,0.00336,58.2,177.0,0.136
South Korea,WBR,2007,0.0116,0.0,0.00481,0.00014,79.8,1370.0,0.063
Kuwait,EMR,2007,0.024,0.987,0.0111,3.69e-05,79.0,1000.0,0.0213
Lao,WBR,2007,0.0342,0.0,0.0787,0.003,62.9,27.6,0.0401
Lebanon,EMR,2007,0.0163,0.0,0.0122,0.00020099999999999998,75.5,510.0,0.0842
Liberia,AFR,2007,0.0528,0.463,0.11199999999999999,0.0057,60.6,24.8,0.118
Libya,EMR,2007,0.0244,0.983,0.0202,0.000323,76.0,341.0,0.0279
St. Lucia,WBR,2007,0.016,1.0,0.0186,0.0006900000000000001,75.0,411.0,0.0724
Sri Lanka,SEAR,2007,0.0227,0.986,0.0129,0.000398,74.0,59.5,0.0373
Lesotho,AFR,2007,0.0341,0.0,0.11800000000000001,0.0035299999999999997,45.1,63.9,0.0852
Lithuania,EUR,2007,0.0139,1.0,0.008039999999999999,7.099999999999999e-05,70.6,725.0,0.0622
Luxembourg,EUR,2007,0.016200000000000003,0.0,0.0033299999999999996,7.670000000000001e-05,80.2,7630.0,0.0713
Latvia,EUR,2007,0.0146,0.994,0.009309999999999999,0.000223,70.9,882.0,0.0698
Morocco,EMR,2007,0.0256,0.0,0.0365,0.00105,71.2,126.0,0.0517
Moldova,EUR,2007,0.0124,0.996,0.0181,0.00021400000000000002,69.6,134.0,0.109
Madagascar,AFR,2007,0.0487,0.0,0.07590000000000001,0.00331,61.9,16.0,0.0414
Maldives,SEAR,2007,0.0226,0.963,0.0177,0.000978,76.8,339.0,0.0682
Mexico,AMR,2007,0.0242,0.937,0.019,0.000544,75.6,564.0,0.0584
North Macedonia,EUR,2007,0.0148,0.996,0.0124,8.329999999999999e-05,72.4,274.0,0.0687
Mali,AFR,2007,0.0672,0.0,0.147,0.0036799999999999997,57.1,29.6,0.0581
Malta,EUR,2007,0.0138,0.998,0.00678,0.000131,80.4,1580.0,0.08650000000000001
Myanmar,SEAR,2007,0.0259,0.639,0.0714,0.00168,62.6,7.53,0.0195
Montenegro,EUR,2007,0.0182,0.997,0.00885,8.499999999999999e-05,74.1,458.0,0.0784
Mongolia,WBR,2007,0.0233,0.0,0.0345,0.0006979999999999999,64.0,73.6,0.0456
Mozambique,AFR,2007,0.0567,0.0,0.121,0.00182,52.8,17.7,0.048
Mauritania,AFR,2007,0.051,0.5710000000000001,0.105,0.00545,66.9,38.7,0.0438
Mauritius,AFR,2007,0.0172,0.0,0.016,0.000453,73.8,317.0,0.0518
Malawi,AFR,2007,0.0573,0.0,0.10300000000000001,0.0024100000000000002,51.6,19.7,0.0701
Malaysia,WBR,2007,0.0222,0.986,0.007909999999999999,0.0005420000000000001,74.5,262.0,0.0381
Namibia,AFR,2007,0.0362,0.8140000000000001,0.0612,0.0017699999999999999,57.4,283.0,0.0694
Niger,AFR,2007,0.0757,0.0,0.15,0.00349,57.2,16.5,0.0536
Nigeria,AFR,2007,0.0593,0.0,0.146,0.00303,57.9,67.8,0.0599
Nicaragua,AMR,2007,0.0257,0.737,0.0235,0.000607,73.9,92.7,0.0911
Netherlands,EUR,2007,0.0172,0.0,0.00495,5.8599999999999995e-05,80.3,4630.0,0.0968
Norway,EUR,2007,0.019,0.991,0.0037,6.42e-05,80.7,7310.0,0.0875
New Zealand,WBR,2007,0.0211,0.967,0.006370000000000001,0.00016399999999999995,80.2,2690.0,0.08529999999999999
Oman,EMR,2007,0.0289,0.99,0.0122,0.000307,69.9,403.0,0.024700000000000003
Pakistan,EMR,2007,0.0398,0.388,0.0949,0.00277,62.7,22.6,0.026
Panama,AMR,2007,0.0264,0.915,0.0217,0.00075,78.5,398.0,0.0673
Peru,AMR,2007,0.0262,0.0,0.023600000000000003,0.0010199999999999999,78.3,194.0,0.0508
Philippines,WBR,2007,0.0335,0.0,0.0333,0.000799,70.5,57.3,0.034
Papua New Guinea,WBR,2007,0.0416,0.0,0.0625,0.00298,62.3,32.2,0.0325
Poland,EUR,2007,0.0134,0.994,0.00701,4.5600000000000004e-05,75.4,717.0,0.0643
Portugal,EUR,2007,0.0138,0.0,0.004229999999999999,6.65e-05,79.4,2180.0,0.0999
Paraguay,AMR,2007,0.0291,0.0,0.0284,0.00115,76.0,122.0,0.0608
Qatar,EMR,2007,0.0231,1.0,0.0098,0.000452,72.2,1640.0,0.0239
Romania,EUR,2007,0.0143,0.988,0.0144,0.000186,73.4,415.0,0.0524
Russia,EUR,2007,0.0141,0.996,0.0119,0.00023999999999999998,67.5,488.0,0.0538
Rwanda,AFR,2007,0.049,0.0,0.0878,0.00367,61.6,36.5,0.0947
Saudi Arabia,EMR,2007,0.032400000000000005,0.97,0.0147,0.000582,71.3,578.0,0.0383
Sudan,EMR,2007,0.0503,0.0,0.0828,0.0024,66.3,69.5,0.0603
Senegal,AFR,2007,0.051100000000000007,0.0,0.0809,0.00385,64.4,56.5,0.0572
Singapore,WBR,2007,0.0129,0.997,0.00286,6.42e-05,81.8,1230.0,0.0319
Solomon Islands,WBR,2007,0.0441,0.855,0.0278,0.0032,56.8,69.1,0.0624
Sierra Leone,AFR,2007,0.0562,0.0,0.18899999999999997,0.00542,54.1,39.0,0.128
El Salvador,AMR,2007,0.0241,0.931,0.0224,0.0005780000000000001,74.1,207.0,0.06280000000000001
Somalia,EMR,2007,0.07139999999999999,0.0,0.17,0.0037600000000000003,53.9,0.0,0.0
Serbia,EUR,2007,0.016,0.998,0.008119999999999999,0.000113,73.2,547.0,0.104
Sao Tome and Principe,WBR,2007,0.0493,0.0,0.0545,0.00162,67.6,74.6,0.0745
Suriname,AMR,2007,0.0261,0.9,0.0273,0.00109,71.6,345.0,0.0728
Slovak Republic,WBR,2007,0.0129,0.992,0.0076799999999999985,6.879999999999999e-05,74.7,1080.0,0.0775
Slovenia,EUR,2007,0.014,0.999,0.0037799999999999995,0.000118,78.6,1830.0,0.0779
Sweden,EUR,2007,0.0189,0.0,0.0033200000000000005,1.52e-05,81.3,4510.0,0.0892
Eswatini,AFR,2007,0.0376,0.69,0.11199999999999999,0.00162,44.9,156.0,0.05980000000000001
Seychelles,AFR,2007,0.0229,1.0,0.013800000000000002,0.000668,72.5,414.0,0.0345
Syria,EMR,2007,0.0339,0.0,0.0173,0.00022200000000000003,74.6,79.4,0.038
Chad,AFR,2007,0.069,0.0,0.162,0.00461,54.8,28.4,0.042
Togo,AFR,2007,0.0506,0.0,0.098,0.00307,57.8,30.4,0.06559999999999999
Thailand,SEAR,2007,0.0156,0.0,0.0154,0.000618,76.0,130.0,0.0356
Tajikistan,EUR,2007,0.0349,0.884,0.0493,0.000269,67.7,30.1,0.0535
Turkmenistan,EUR,2007,0.0267,0.0,0.066,0.000611,66.6,134.0,0.025
Timor-Leste,SEAR,2007,0.0659,0.0,0.0725,0.00212,69.0,57.8,0.154
Tonga,WBR,2007,0.0406,0.98,0.016800000000000002,0.000961,72.1,205.0,0.0677
Trinidad and Tobago,AMR,2007,0.0179,0.0,0.0255,0.000532,72.8,788.0,0.0482
Tunisia,EMR,2007,0.0202,0.0,0.0202,0.000471,75.7,217.0,0.0616
Turkey,EUR,2007,0.0221,0.893,0.0216,0.00027,77.1,553.0,0.0604
Tanzania,AFR,2007,0.0558,0.0,0.0844,0.00252,58.5,23.3,0.057
Uganda,AFR,2007,0.0642,0.0,0.0949,0.00158,56.5,37.5,0.0839
Ukraine,EUR,2007,0.0134,0.987,0.0134,0.000217,68.1,196.0,0.0636
Uruguay,AMR,2007,0.0213,0.986,0.0127,0.000297,75.7,562.0,0.0785
United States,AMR,2007,0.0212,0.993,0.00775,0.000241,78.2,7440.0,0.161
Uzbekistan,EUR,2007,0.0246,1.0,0.044000000000000004,0.000379,65.3,46.6,0.0554
St. Vincent and the Grenadines,WBR,2007,0.0213,1.0,0.0222,0.0006259999999999999,73.1,246.0,0.0392
Venezuela,AMR,2007,0.0256,0.0,0.0174,0.000584,74.6,477.0,0.058
Vietnam,WBR,2007,0.0191,0.0,0.0241,0.000219,72.9,58.4,0.0699
Vanuatu,WBR,2007,0.0368,0.74,0.0288,0.0011099999999999999,64.0,89.5,0.0377
Samoa,WBR,2007,0.044500000000000005,0.0,0.0189,0.000481,69.3,165.0,0.0587
Yemen,EMR,2007,0.0509,0.0,0.06459999999999999,0.00196,66.5,57.4,0.0531
South Africa,AFR,2007,0.0264,0.0,0.071,0.00281,53.2,495.0,0.08449999999999999
Zambia,AFR,2007,0.0564,0.452,0.0954,0.0018100000000000002,51.9,55.9,0.0583
Zimbabwe,AFR,2007,0.04,0.0,0.1,0.0027,48.2,0.0,0.0
Afghanistan,EMR,2008,0.0625,0.24,0.096,0.0045,59.2,31.8,0.0698
Angola,AFR,2008,0.06309999999999999,0.0,0.138,0.00246,58.8,149.0,0.0319
Albania,EUR,2008,0.0165,0.0,0.0155,0.000105,77.6,275.0,0.0675
United Arab Emirates,EMR,2008,0.0195,1.0,0.00893,9.45e-05,70.4,1530.0,0.0301
Argentina,AMR,2008,0.024,0.948,0.0153,0.0005870000000000001,75.7,699.0,0.08439999999999999
Armenia,EUR,2008,0.014,0.999,0.0205,0.000302,73.5,143.0,0.0377
Antigua and Barbuda,AMR,2008,0.0216,1.0,0.0108,0.000353,75.2,602.0,0.043
Australia,WBR,2008,0.0194,0.991,0.00521,4.14e-05,81.7,4230.0,0.0873
Austria,EUR,2008,0.0141,0.986,0.00454,2.76e-05,80.5,5150.0,0.104
Azerbaijan,EUR,2008,0.0187,0.98,0.0431,0.00025299999999999997,68.5,234.0,0.042800000000000005
Burundi,AFR,2008,0.0645,0.0,0.10300000000000001,0.00358,56.8,18.3,0.124
Belgium,EUR,2008,0.0181,0.0,0.00464,6.13e-05,79.9,4750.0,0.1
Benin,AFR,2008,0.0547,0.0,0.11599999999999999,0.00297,60.1,33.0,0.042
Burkina Faso,AFR,2008,0.0604,0.0,0.129,0.0022,57.1,36.5,0.0594
Bulgaria,EUR,2008,0.0145,0.996,0.0114,0.000139,71.9,474.0,0.0697
Bahrain,EMR,2008,0.0223,0.975,0.00935,0.000334,74.0,794.0,0.0422
Bahamas,AMR,2008,0.0188,0.99,0.0137,0.00078,73.5,1830.0,0.08380000000000001
Bosnia and Herzegovina,EUR,2008,0.013,0.999,0.0079,4.79e-05,75.9,506.0,0.103
Belarus,EUR,2008,0.0145,0.999,0.006549999999999999,0.00016399999999999995,70.5,373.0,0.0595
Belize,AMR,2008,0.0282,0.949,0.0199,0.0006389999999999999,73.6,219.0,0.0482
Bolivia,AMR,2008,0.0335,0.711,0.0464,0.00234,69.8,85.3,0.0492
Brazil,AMR,2008,0.018500000000000003,0.988,0.0207,0.000625,73.5,715.0,0.0828
Barbados,AMR,2008,0.0177,1.0,0.0151,0.000549,75.8,958.0,0.0711
Brunei,WBR,2008,0.0181,0.997,0.00947,0.00034500000000000004,73.8,877.0,0.0234
Bhutan,SEAR,2008,0.0255,0.6629999999999999,0.0481,0.00225,70.3,94.1,0.0525
Botswana,AFR,2008,0.029,0.983,0.0593,0.0017,54.7,536.0,0.07780000000000001
Central African Republic,AFR,2008,0.0529,0.4370000000000001,0.157,0.00495,46.8,18.5,0.0395
Canada,AMR,2008,0.0163,0.987,0.005809999999999999,8.400000000000001e-05,81.1,4620.0,0.103
Switzerland,EUR,2008,0.0147,0.0,0.004719999999999999,6.730000000000001e-05,82.4,7000.0,0.107
Chile,AMR,2008,0.0193,0.998,0.00889,0.000184,78.7,765.0,0.0751
China,WBR,2008,0.0158,0.991,0.0185,0.00032,74.3,157.0,0.0463
Cote d'Ivoire,WBR,2008,0.053,0.0,0.115,0.00321,56.3,71.8,0.0591
Cameroon,AFR,2008,0.0522,0.0,0.11599999999999999,0.0038799999999999998,56.6,63.8,0.0512
"Congo, Dem. Rep.",WBR,2008,0.06570000000000001,0.0,0.124,0.0041600000000000005,57.5,13.7,0.07339999999999999
"Congo, Rep.",WBR,2008,0.05,0.0,0.0688,0.0037600000000000003,59.4,80.4,0.0262
Colombia,AMR,2008,0.0208,0.981,0.0197,0.000432,77.6,377.0,0.0694
Comoros,AFR,2008,0.0505,0.0,0.0924,0.0019,65.3,34.5,0.0453
Cape Verde,AFR,2008,0.0283,0.746,0.0258,0.00101,73.9,156.0,0.0438
Costa Rica,AMR,2008,0.0198,0.991,0.0103,0.000259,80.3,618.0,0.0941
Cuba,AMR,2008,0.016,0.999,0.006509999999999999,0.000512,78.4,585.0,0.108
Cyprus,EUR,2008,0.0146,0.972,0.004030000000000001,8.570000000000001e-05,78.8,1920.0,0.0603
Czech Republic,EUR,2008,0.0142,0.996,0.00372,5.5e-05,77.3,1470.0,0.0682
Germany,EUR,2008,0.0137,0.985,0.004379999999999999,5.96e-05,80.2,4720.0,0.107
Djibouti,EMR,2008,0.035,0.0,0.0813,0.0038299999999999996,62.5,82.5,0.0718
Denmark,EUR,2008,0.0189,0.0,0.0043100000000000005,4.84e-05,79.0,6350.0,0.102
Dominican Republic,AMR,2008,0.0266,0.0,0.0351,0.000938,73.3,269.0,0.0571
Algeria,AFR,2008,0.0275,0.0,0.0294,0.001,73.9,186.0,0.0373
Ecuador,AMR,2008,0.0271,0.84,0.0201,0.0008690000000000001,73.8,270.0,0.07
Egypt,EMR,2008,0.0306,0.789,0.0316,0.00043,69.3,101.0,0.0481
Eritrea,AFR,2008,0.0475,0.0,0.0598,0.00477,59.1,10.7,0.042800000000000005
Estonia,EUR,2008,0.016399999999999998,0.993,0.00543,1.9600000000000002e-05,74.4,1060.0,0.0594
Ethiopia,AFR,2008,0.052000000000000005,0.0,0.0928,0.00345,60.8,14.0,0.0431
Finland,EUR,2008,0.018500000000000003,0.998,0.00336,5.920000000000001e-05,80.0,4250.0,0.08310000000000001
Fiji,WBR,2008,0.0274,0.988,0.0238,0.00101,67.1,153.0,0.0423
France,EUR,2008,0.0198,0.98,0.00434,8.26e-05,81.2,4940.0,0.112
"Micronesia, Fed. Sts.",WBR,2008,0.0359,0.9,0.0425,0.00137,64.0,306.0,0.129
Gabon,AFR,2008,0.0414,0.0,0.068,0.00292,62.2,263.0,0.0263
United Kingdom,EUR,2008,0.0186,0.0,0.00557,7.58e-05,80.0,3800.0,0.0886
Georgia,EUR,2008,0.0182,0.996,0.0172,0.000599,71.5,262.0,0.08990000000000001
Ghana,AFR,2008,0.0435,0.547,0.07640000000000001,0.0018100000000000002,61.0,68.5,0.0559
Guinea,AFR,2008,0.055,0.0,0.12300000000000001,0.00507,56.9,26.0,0.0553
Gambia,AFR,2008,0.0576,0.0,0.0831,0.004520000000000001,62.9,26.4,0.0525
Guinea-Bissau,AFR,2008,0.0517,0.0,0.126,0.00337,54.8,33.1,0.0572
Equatorial Guinea,AFR,2008,0.0536,0.0,0.12,0.00196,62.9,751.0,0.027000000000000003
Greece,EUR,2008,0.0144,1.0,0.00397,2.71e-05,80.0,3080.0,0.101
Grenada,AMR,2008,0.0228,0.0,0.0142,0.0006559999999999999,72.5,474.0,0.0591
Guatemala,AMR,2008,0.0358,0.0,0.0378,0.00223,69.9,199.0,0.0694
Guyana,AMR,2008,0.0272,0.96,0.039,0.00196,65.3,154.0,0.06
Honduras,AMR,2008,0.0309,0.0,0.0257,0.0017399999999999998,71.3,116.0,0.0605
Croatia,EUR,2008,0.0143,0.999,0.005900000000000001,9.51e-05,75.9,1220.0,0.0776
Haiti,AMR,2008,0.0349,0.0,0.0833,0.00549,60.2,35.3,0.0537
Hungary,EUR,2008,0.0132,0.995,0.006520000000000001,0.00014199999999999998,74.2,1120.0,0.0728
Indonesia,SEAR,2008,0.025,0.7490000000000001,0.037000000000000005,0.00223,68.9,53.4,0.0246
India,SEAR,2008,0.0275,0.523,0.06470000000000001,0.00252,66.1,43.1,0.0401
Ireland,EUR,2008,0.02,0.998,0.0044399999999999995,4.83e-05,80.0,5240.0,0.0883
Iran,EMR,2008,0.0178,0.0,0.0218,0.000248,74.8,277.0,0.058
Iraq,EMR,2008,0.0455,0.0,0.0369,0.0006190000000000001,69.3,161.0,0.049
Iceland,EUR,2008,0.021,0.987,0.00283,2.86e-05,82.2,4930.0,0.09210000000000003
Israel,EUR,2008,0.0295,0.0,0.004900000000000001,5.21e-05,81.0,2070.0,0.07490000000000001
Italy,EUR,2008,0.0141,0.998,0.00414,4.6899999999999995e-05,81.6,3470.0,0.09
Jamaica,AMR,2008,0.0225,0.983,0.0192,0.0008380000000000001,75.2,272.0,0.0524
Jordan,EMR,2008,0.0369,0.0,0.0215,0.000389,76.2,330.0,0.085
Japan,WBR,2008,0.0134,0.998,0.0034100000000000003,5.59e-05,83.1,3250.0,0.0851
Kazakhstan,EUR,2008,0.0255,0.993,0.0246,0.00032599999999999996,66.3,330.0,0.0387
Kenya,AFR,2008,0.0458,0.0,0.0639,0.0030399999999999997,59.4,33.0,0.0422
Kyrgyz Republic,WBR,2008,0.0282,0.985,0.0338,0.000633,68.3,56.3,0.057
Cambodia,WBR,2008,0.0302,0.0,0.0518,0.0021,65.9,38.9,0.0519
Kiribati,WBR,2008,0.0387,0.65,0.06620000000000001,0.00329,58.4,171.0,0.125
South Korea,WBR,2008,0.0117,0.0,0.004529999999999999,0.000145,80.2,1240.0,0.0646
Kuwait,EMR,2008,0.0234,0.987,0.0109,9.499999999999999e-05,78.1,1120.0,0.0192
Lao,WBR,2008,0.0333,0.0,0.075,0.0028699999999999997,63.6,38.7,0.044800000000000006
Lebanon,EMR,2008,0.016,0.0,0.0114,0.000194,75.4,556.0,0.077
Liberia,AFR,2008,0.0519,0.0,0.106,0.00584,61.1,27.5,0.119
Libya,EMR,2008,0.0243,0.998,0.0188,0.000365,75.9,469.0,0.0302
St. Lucia,WBR,2008,0.015700000000000002,1.0,0.0186,0.000766,75.3,468.0,0.0809
Sri Lanka,SEAR,2008,0.0226,0.0,0.0124,0.000394,73.3,67.7,0.0341
Lesotho,AFR,2008,0.0337,0.0,0.11599999999999999,0.00379,46.3,66.3,0.08810000000000001
Lithuania,EUR,2008,0.0143,1.0,0.007379999999999999,8.640000000000001e-05,71.4,934.0,0.066
Luxembourg,EUR,2008,0.0161,0.0,0.0032,8.02e-05,80.6,8060.0,0.0681
Latvia,EUR,2008,0.0149,0.991,0.00882,0.000126,72.1,974.0,0.066
Morocco,EMR,2008,0.0256,0.0,0.035,0.001,71.4,147.0,0.0519
Moldova,EUR,2008,0.0126,0.995,0.0177,0.000337,69.9,194.0,0.114
